 0 	 변태 많다 																																							
 0 	 정치 인들 우리나라 치안 아무 관심 없나 . 사건 터져도 아무 없는거 보니 . 표 밖에는 관심 없어 																																							
 0 	 입장 봐도 비상 식 . 																																							
 0 	 술퍼마시 함께 자리 했던 동료 다른 방 따로 자라고 시켰다며 ? 그때 멀쩡하게 제정 신인 의도 들어간건데 .. 도대체 어떤 조항 근거 감히 신도 																																							
 0 	 에구 더러워 죽 엇 는데 4년 뭐여 전관예우 아니여 파 봐야되 																																							
 0 	 법죄 권하는 뭔 이러냐 4년 ?? 재판 관여 신분 정상 있는 인지 의심스럽다 딱 봐도 엽기 4년 살 나와서 너 	 아닌 판사 내장 	 팔뚝 넣고 직장 	 손 으 	 잡아 뜯는 맹수 잔인한 저지른 상해 치사 고작 4년 형을 내릴수 있는 건가 ? 상식 반영 정의 로운 판결 인가 ? 판사 대체 누구 ? 																																			
 0 	 어떻게 성관계 행위 																																							
 0 	 판결 판사 이름 조 알 싶다 																																							
 0 	 엽기 엽기 살인마 																																							
 0 	 죽은 억울하네 ... 약해도 약하다 . 	 이웃 산다 해봐라 신 상공 	 꼭 해라 피해자 	 나오 	 기전 																																			
 0 	 모든 보호 없어도 피해자 두 번 죽이는 판결 하지 약자 보호 주는 ? 그것 까진 바라지 않는다 제발 죄 지었으면 합당 	 히 우려 된다 . ㅈ 	 있나 ? ㅠㅠ 																																					
 0 	 저런 흉악 범 에게는 제발 고대 형벌 적용 하자 . 감금 사치 ... 태형 거열형 																																							
 0 	 그것 알 싶다 봤냐 동남아 성추행 5년 이던데 우리나라 4년 이냐 ? 우리나라 성추행 벌금 집행유예 ? ? 후진국 																																							
 0 	 청와대 사법부 하신 상관 하시는데 ㅠㅠ 																																							
 0 	 사회 이슈 화 되 기도 부끄러운 사건 청소년 접 하게 될것이고 안타까운 사건 처음 진정 성 있는 판단 였다면 죄인 정당한 죄값 받고 																																							
 0 	 이런건 사형 시켜 야한다 .. 제발 사형제 부활 시켜라 																																							
 0 	 아직도 이십만 안된 겨 대한민국 밥 물 말아서 먹었냐 모든 나서냐 이럴려면 사법부 폐지 재판 하자 당 부모 형제 재판관 																																							
 0 	 직장 떼 냈다니 ㄷㄷㄷ 직장 이면 대장 마지막 30 센티 정도 구간 단순히 항문 손 넣은게 아니라 대장 뜯어 냈단 얘기 임 ㅡ 당연히 피바다 됬을꺼고 																																							
 0 	 어디가 쾌락 찾고있을텐데 																																							
 0 	 정치 섹션 이냐 .....;; 청원 내용 이라 해도 그렇지 이상하다 . 																																							
 0 	 뭐라도 안되면 신 상공 라도 ! 																																							
 0 	 끔찍하네 .. 그런 거지 대체 아니네 .. 똑같은 고통 죽길 바랄 뿐 																																							
 0 	 도대체 술 취한 상태 감형 해주는게 애초 비정 상임 오히려 가중 처벌 해야 될 마당 술 	 마셨으니까 	 감형 ???? 	 씨 																																				
 0 	 400년 줘야지 .. 4년 이라 ... 																																							
 0 	 읽고 기막히고 끔찍해서 청원 동의 했습니다 엽기 입니다 4년 이라니 됩니까 																																							
 2 	 이건 봐도 끔찍한 사건 무슨 정신 ... 저런 사회 나오면 안되죠 싸이코 종이 	 벌 받게 하자 당연한 이치 	 지켜지지 하는데 	 	 존재 이유 무엇 이냐 ? 대한민국 사법부 반성 해야 한다 피해자 원 치도 않는 감형 솜방망이 처벌 피해자 두 번 죽이는 대해 깊이 반성 개정 해라 																																			
 2 	 저건 정신 이상자 저딴 판결 뭔 디 ? 재판 거래 아니냐 ? 시불 헐 																																							
 2 	 자체 아니라 죽 인걸 제대로 인식 하지 판사 ~~!!!! 	 하다 한심하다 꼴 !! 																																						
 2 	 이렇게 판결 판사 정신 감정 받아야 																																							
 2 	 소름 건 저런 엽기살인 마가 형 살 아무 없었다는듯 우리 사이 스며 사는게 무섭고 한번 저지른 두 번은 저지를까 ? 또다른 피해자 나올까 심 																																							
 2 	 팔 넣는다 구라까 	 유가족 힘든 걸다시 접 하지 	 않을텐데 똑바로 합 	 시 	 법조 계 똑똑하신 부들 제발 심신 미약 이런거 없애 버려요 																																			
 2 	 곳곳 미친 세이 드글드글 하구만 ... 직접 죽일수도 없고 .... 누가 총대 매고 죽여줬음 좋겠네 .... 																																							
 2 	 우리나라 범죄자 죄다 심신 미약 통함 	 세워서 혈세 아깝다 사법부 	 재판 답 																																					
 2 	 신 상공 ... ... 저런 걸 사형 시키면 사형 이냐 ... 정도 4년 ... 제발 정서 랑 동떨어진 판결 그만해라 ... 																																							
 2 	 판사 누구 ?? 그리고 엽기 살인마 신 상공 해야 한다 ! 	 엄청 잔인한 엽기 행각 잔인한 행위 저러고도 4년 이라니 ㅡㄷㄷㄷ 앞 죽이고싶은 있으면 술 먹고 이렇게 엽기 1 아니 ~ 싶으면 1년 전부터 우울증 약 처 먹고 술 먹고 가르쳐주나 되냐고 시레기 똥꼬 죽 절구 바코 다는는 형벌 만들어라 																																			
 2 	 마녀사냥 집단 여론몰이 그만 좀해 썩을 범죄자 인권 보장 철저 																																							
 2 	 ㅂ ㅕ ㄴ ㅌ ㅐ ㅅ ㅐ ㄲ ㅣ 																																							
 2 	 반드시 신 상공 , 최하 무기징역 이여 야한다 . 이나라 죽어야 개법 바꿀래 ? 																																							
 2 	 정상 이라고 보냐 ? 싸이코 ? 새 킈 자지 절단 해야 함 																																							
 2 	 어뜨케 심신 미약 이냐 ? 만도 판색 																																							
 2 	 염병할 심신 미약 	 판치게 할텐가 . 모든 강력범죄 	 엄벌 해야지 																																					
 2 	 . 참 잦 같아요 . 국 의원 이래도 술 관대한 인고치죠 ?? 처벌 강화한거 보고 참 웃음 나옴 . 언제 선량한 시민 피해 입고 악마 																																							
 2 	 아주 더럽고 끔찍한 !! 곱 죽이면 안될 . 																																							
 2 	 판사 님 자리 있으니 목숨 하찮아요 ? 판사 이전 돼라 . 아우 열 받아 . 범인 이랑 판사 랑 얼굴 공개 해라 . 																																							
 2 	 심신 미약 봐주지 단 속 개한민국 																																							
 2 	 개한민국 개단 개한민국 																																							
 2 	 더럽고 역겹다 ㅅㅂ 	 들도 돌아가시고 범죄자 	 젊은 죽으 	 남 	 는거 범죄자 뿐 . 느그 끼리 살려고 그러냐 ? 																																			
 2 	 한국 대단하다 . 술 마시고 죽 이고 성범죄 저지르고 미성년 봐주면 범죄자 아닌 반시민 죽으라는 ? 출산 률 0.9 n 이고 어르신 																																							
 2 	 판사 변태 구만 지가 그러고 다니니깐 OOO 엄 형벌 주기 미안하고 부끄러웠겠지 ... 동병상련 																																							
 2 	 공감 순 열어라 네이버 ㅡㅡ 																																								
 2 	 ㅋㅋㅋㅋ 얼마나 좇같으면 겁 없이 술 쳐 먹고 역주행 																																							
 2 	 대가리 피 않 마른 년 																																							
 2 	 술 깰 삼 단 봉 귀 싸대기 디지게 쳐라 																																							
 2 	 이러면서 젊은것 노인 사고 한번 내면 별 더러 소리 지껄이지 ?? 젊은것 사고내도 면허 취소 시키냐 ???? 																																							
 2 	 A 씨 ( × ) A 년 ( 0 ) 																																							
 2 	 골 빠진 년 ㆍ 꼴값 떨어요 																																							
 2 	 정말 거짓말 아니고 길가 보면 운전 여성 중 10 7~8 전화기 붙들고 문 자질 통화 질이더라 . 꼭 운전 더럽게 고딴 	 배워가 꼬 																																						
 2 	 한국 = 잠재 살인마 																																							
 2 	 이유 불문 무조건 면허 취소 시키고 벌금 1000만원 도록 절대 안함 . .. 쯧쯧 																																							
 2 	 사고 기전 붙잡혀서 다행 근데 ... 벌금 정도 물 끝나겠지 .. 예비 살인자 주제 .. 																																							
 2 	 뇬 결혼 김여사 됨 . ㅋㅋㅋㅋㅋㅋ 																																							
 2 	 녀 요즘 가지가지 한다 ? 																																							
 2 	 다신 운전 하게 양팔 오른 다리 절단 폐기 시켜라 . 래야 정신차린다 . 쓰레기 아니고 암 존재 이기 그래 야한다 																																							
 2 	 .. 도대체 뇬 이지 ??;;; 																																							
 2 	 정신 나간 녀 ㄴ 																																							
 2 	 어제 세번 째 걸린 60 대가 앞 한다고 다짐 점 고려 집행유예 풀려 났다네요 몇번 째려나 뭔넘 판 . 검사 	 이렇게 멍청한지 짜증 																																						
 2 	 아깝다 혼자 차 굴러서 저승 길가야는디 정신 나간냔 지옥 에나 가라 라이 저런 구 속 좀해 																																							
 2 	 진상 녀 많아 																																							
 2 	 매일 매일 쓰레기 나오는데 강력 처벌 ... 빨리 시행 해라 ... 10년 징역 . 벌금 1억 																																							
 2 	 국 의원 언제 쌈 박질만 할래 ??? ㅆ ㅍ 땜 꼬 라지 봐라 ... 윤창 호씨 만든다하고 국 넘이 	 .. 	 염병 .. 																																					
 2 	 이제 욕 아깝다 . 재정 비 . 이러다가는 선량하고 착한 쓰레기 맞아 죽고 치어 죽고 하겠다 . 	 남녀 노소 불문 	 악질 범죄 쓰레기 폐기 처분 만이 답 . 																																					
 2 	 팔다리 절단 시급합니다 																																							
 2 	 뒤졌어야지 																																							
 2 	 개소 나나 면허증 주니 타이어 펑크 난지도 모르고 밤 라이트 킨 지도 모르고 다니는것 무지 많다 . 그런 모르는게 인가 	 ㅋㅋㅋ 동물 그것 보단 	 낫겠다 																																					
 2 	 저런건 전봇대 들이 받고 혼자 바이 해야 함 !! 																																							
